change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,lloyds_managing_agent,monitoring_status
Disappeared - Short-lived,01016269,PHOENIX LIFE LIMITED,Business Analyst - Portuguese Speaking,"Cookridge, Leeds",60000.0,60000.0,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,08614385,SCOR MANAGING AGENCY LTD,Business Development Manager,"London, UK",90936.8,90936.8,2026-03-03,2026-06-03,,Pending Review
Disappeared - Short-lived,02890075,ABLE INSURANCE SERVICES LIMITED,Buyer - Engineering Projects,"Penn Fields, Wolverhampton",36000.0,36000.0,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Corporate Broker,"Liverpool, Merseyside",49927.96,49927.96,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Handler,"Brierley Hill, West Midlands",36407.54,36407.54,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Customer Service and Sales consultant,"Wakefield, West Yorkshire",37611.02,37611.02,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Assistant Underwriter,"Guildford, Surrey",49638.36,49638.36,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,"Senior Project Manager, Marketing","Glasgow, Scotland",49507.59,49507.59,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Handler,"Brierley Hill, West Midlands",36252.8,36252.8,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Business Development Executive,"Glasgow, Scotland",45157.63,45157.63,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Executive,"Birmingham, West Midlands",45496.14,45496.14,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Payroll Specialist,"Chelmsford, Essex",38076.11,38076.11,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Sales Advisor,"Mansfield, Nottinghamshire",41070.13,41070.13,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Executive - Major Risks,"London, UK",56758.13,56758.13,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Business Development Executive,"London, UK",53384.96,53384.96,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Web Content Editor,"Glasgow, Scotland",44290.12,44290.12,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Graduate Apprentice - Accountancy,"Glasgow, Scotland",30849.8,30849.8,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Regional Account Director,"Leeds, West Yorkshire",63155.8,63155.8,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Risk Analytics Consultant,"London, UK",68678.65,68678.65,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Executive,"Sheffield, South Yorkshire",48299.03,48299.03,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Compliance Coordinator - Appointed Representatives and Delegated Authorities,"London, UK",74161.95,74161.95,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,London Account Broker,"London, UK",41604.14,41604.14,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Senior Sales Development Executive - Housing,"Chelmsford, Essex",49721.55,49721.55,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Charity Account Executive,"Manchester, Greater Manchester",45047.86,45047.86,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Handler,"Chelmsford, Essex",40164.68,40164.68,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Technical MI Business Analyst,"London, UK",62311.06,62311.06,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Revenue Retention & Growth Tender Manager,"Chelmsford, Essex",51500.52,51500.52,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Executive/Account Managers,"Pontyclun, Rhondda Cynon Taff",41448.14,41448.14,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Technical Assistant Manager - Aerospace,"London, UK",56170.32,56170.32,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Manager - New to Insurance,"Brierley Hill, West Midlands",42443.93,42443.93,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Senior Claims Handler,"London, UK",46326.58,46326.58,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Corporate Account Manager - Charities,"Birmingham, West Midlands",49442.29,49442.29,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Executive,"Bournemouth, Dorset",49672.97,49672.97,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Customer Service Representative,"Brierley Hill, West Midlands",37805.17,37805.17,2026-05-11,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Executive,"Chichester, West Sussex",52229.18,52229.18,2026-05-13,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Interim IBA Marine Credit Control Analyst (Remote),"Glasgow, Scotland",50161.49,50161.49,2026-05-13,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Team Manager,"Chelmsford, Essex",57542.52,57542.52,2026-05-13,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Private Clients Account Executive,"Irvine, North Ayrshire",38103.28,38103.28,2026-05-14,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Client Advisor,"Salford, Greater Manchester",41519.19,41519.19,2026-05-17,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Sales and Renewals Consultant,"Wakefield, West Yorkshire",42536.88,42536.88,2026-05-17,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Handler,"Brierley Hill, West Midlands",40372.79,40372.79,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,New Business Project Manager,"London, UK",57279.55,57279.55,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Operations Control - Assurance & Governance Manager,"London, UK",66372.04,66372.04,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Assistant Manager - Corporate tax,"Glasgow, Scotland",56461.95,56461.95,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Aviation Insurance Broker,"London, UK",56995.33,56995.33,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Desk-based Development Executive,"Leeds, West Yorkshire",37164.4,37164.4,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Manager,"Birmingham, West Midlands",50558.81,50558.81,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Corporate Account Manager,"Ipswich, Suffolk",55254.73,55254.73,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Handler - Real Estate,"London, UK",49081.11,49081.11,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Senior Claims Handler,"Leicester, Leicestershire",43815.89,43815.89,2026-05-24,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Senior Claims Handler,"Belfast, Northern Ireland",41339.86,41339.86,2026-05-24,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Sales & Service Consultant,"Manchester, Greater Manchester",40884.43,40884.43,2026-05-25,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Claims Executive,"London, UK",46168.9,46168.9,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Sales & Service agent,"Rugby, Warwickshire",29697.54,29697.54,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Associate Director,"London, UK",75034.85,75034.85,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Call Centre Team Lead,"Brierley Hill, West Midlands",46960.4,46960.4,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Head of Data Solutions,"London, UK",84981.53,84981.53,2026-05-30,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Development Executive,"Brierley Hill, West Midlands",40248.27,40248.27,2026-05-30,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Senior Account Broker,"West Malling, Kent",42934.33,42934.33,2026-05-30,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Sales & Service Consultant,"Manchester, Greater Manchester",40898.89,40898.89,2026-05-30,2026-06-03,,Pending Review
Disappeared - Short-lived,SC108909,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,Account Handler,"Brierley Hill, West Midlands",36099.66,36099.66,2026-06-01,2026-06-03,,Pending Review
Disappeared - Short-lived,00127262,UNITED KINGDOM MUTUAL WAR RISKS ASSOCIATION LIMITED,D365 CE Contractors - Register Here,"The Park, Nottingham",29354.44,29354.44,2024-07-18,2026-06-03,,Pending Review
Disappeared - Short-lived,01761561,QBE UK LIMITED,Senior Business Analyst,"London, UK",68211.55,68211.55,2026-05-08,2026-06-03,,Pending Review
Disappeared - Short-lived,01761561,QBE UK LIMITED,Project Manager,"London, UK",61589.86,61589.86,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,00070234,HISCOX INSURANCE COMPANY LIMITED,Programme Manager - CRM & Telephony - Tech Transformation,"London, UK",43956.43,43956.43,2026-02-04,2026-06-03,,Pending Review
Disappeared - Short-lived,00070234,HISCOX INSURANCE COMPANY LIMITED,Programme Manager - Data Transformation,"London, UK",39698.53,39698.53,2026-02-08,2026-06-03,,Pending Review
Disappeared - Short-lived,04098461,ASCOT UNDERWRITING LIMITED,Project Manager (12mth FTC),"London, UK",48237.48,48237.48,2026-05-13,2026-06-03,,Pending Review
Disappeared - Short-lived,01334736,SCOR UK COMPANY LIMITED,Business Development Manager,"London, UK",90936.8,90936.8,2026-03-03,2026-06-03,,Pending Review
Disappeared - Short-lived,05832065,HAMILTON MANAGING AGENCY LIMITED,Assistant Management Accountant,"Birmingham, West Midlands",35000.0,35000.0,2026-04-21,2026-06-03,,Pending Review
Disappeared - Short-lived,05832065,HAMILTON MANAGING AGENCY LIMITED,"Senior Specialist, Social Media and Content Strategy","London, UK",57000.0,65000.0,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,05832065,HAMILTON MANAGING AGENCY LIMITED,Network Operations Engineer,"Edinburgh, Scotland",55000.0,55000.0,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,05832065,HAMILTON MANAGING AGENCY LIMITED,Customer Engagement Officer,"Rusholme, Manchester",35000.0,36000.0,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,05832065,HAMILTON MANAGING AGENCY LIMITED,Customer Engagement Officer,"Manchester, Greater Manchester",35000.0,35000.0,2026-05-24,2026-06-03,,Pending Review
Disappeared - Short-lived,NI031853,PRESTIGE UNDERWRITING SERVICES LIMITED,Class 1 Driver,"Withernsea, East Riding Of Yorkshire",31137.0,31137.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,NI031853,PRESTIGE UNDERWRITING SERVICES LIMITED,Class 1 Driver,"Withernsea, East Riding Of Yorkshire",,31137.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,06948515,ARCH MANAGING AGENCY LIMITED,Senior Project Manager,"London, UK",59176.93,59176.93,2025-10-20,2026-06-03,,Pending Review
Disappeared - Short-lived,06948515,ARCH MANAGING AGENCY LIMITED,"Senior, PMO","London, UK",62731.41,62731.41,2025-10-20,2026-06-03,,Pending Review
Disappeared - Short-lived,06948515,ARCH MANAGING AGENCY LIMITED,Lean Delivery Manager,"Manchester, Greater Manchester",52126.68,52126.68,2026-01-08,2026-06-03,,Pending Review
Disappeared - Short-lived,06948515,ARCH MANAGING AGENCY LIMITED,PMO & Value Management Lead,"London, UK",53589.36,53589.36,2026-05-09,2026-06-03,,Pending Review
Disappeared - Short-lived,06948515,ARCH MANAGING AGENCY LIMITED,Process & Operational Excellence Delivery Manager,"London, UK",60929.94,60929.94,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,06948515,ARCH MANAGING AGENCY LIMITED,Process & Operational Excellence Delivery Manager,"London, UK",59247.74,59247.74,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,09850559,BROWN & BROWN INSURANCE BROKERS (UK) LIMITED,Associate Project Manager,"London, UK",47584.29,47584.29,2026-05-13,2026-06-03,,Pending Review
Disappeared - Short-lived,09850559,BROWN & BROWN INSURANCE BROKERS (UK) LIMITED,Business Case Specialist,"London, UK",40358.08,40358.08,2026-05-17,2026-06-03,,Pending Review
Disappeared - Short-lived,09850559,BROWN & BROWN INSURANCE BROKERS (UK) LIMITED,Junior CRM Digital Executive,"Blackburn, Lancashire",27628.0,29122.0,2026-05-18,2026-06-03,,Pending Review
Disappeared - Short-lived,09850559,BROWN & BROWN INSURANCE BROKERS (UK) LIMITED,Senior Project Manager,"Manchester, Greater Manchester",49994.86,49994.86,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,09850559,BROWN & BROWN INSURANCE BROKERS (UK) LIMITED,Business Case Specialist,"South East London, London",39569.71,39569.71,2026-05-25,2026-06-03,,Pending Review
Disappeared - Short-lived,15214809,CRUX UNDERWRITING LTD,Head of Account Management,"London, UK",54389.58,54389.58,2026-04-22,2026-06-03,,Pending Review
Disappeared - Short-lived,09653373,FIRE & RESCUE INDEMNITY COMPANY LIMITED,DDaT (ICT) Communications Engineer / Peiriannydd Cyfathrebiadau DTD (TGCh),UK,34434.0,36363.0,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,09653373,FIRE & RESCUE INDEMNITY COMPANY LIMITED,DDaT (ICT) Communications Senior Engineer / DTD (TGCh) Uwch Beiriannydd Cyfathrebiadau,UK,37280.0,38220.0,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,09653373,FIRE & RESCUE INDEMNITY COMPANY LIMITED,DDaT (ICT) Applications Senior Engineer / Uwch Beiriannydd Ceisiadau DTD (TGCh),UK,37280.0,38220.0,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Directory Services Engineer,"York, North Yorkshire",55125.83,55125.83,2026-04-22,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Project Manager,"Norwich, Norfolk",74012.02,74012.02,2026-04-22,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,AI Specialist Developer,"Norwich, Norfolk",58656.3,58656.3,2026-04-23,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Data Designer,"Norwich, Norfolk",50293.84,50293.84,2026-04-29,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Principal Business Analyst,"Norwich, Norfolk",61201.38,61201.38,2026-05-01,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Business Analyst - Cyber Security,"Bristol, South West England",55436.77,55436.77,2026-05-07,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Technology Governance & Assurance Business Partner - Agile Transformation,"Sheffield, South Yorkshire",69030.68,69030.68,2026-05-12,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Digital Portfolio Planner and Insights Lead,"Norwich, Norfolk",56899.69,56899.69,2026-05-14,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Lead AI Developer,"Norwich, Norfolk",61623.18,61623.18,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Digital SME Trading Manager,"Bath, Bath & N E Somerset",66867.22,66867.22,2026-05-17,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Data Engineer,"Norwich, Norfolk",58023.38,58023.38,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,AI Developer,"Norwich, Norfolk",54044.24,54044.24,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Business Analyst,"York, North Yorkshire",43494.48,43494.48,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Project Management Specialist,"Norwich, Norfolk",43553.3,43553.3,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Business Analyst - Cyber Security,"Stoke Gifford, Bristol",56719.39,56719.39,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Programme Test Manager,"Norwich, Norfolk",71703.85,71703.85,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Project Manager,"York, North Yorkshire",55310.98,55310.98,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,London Market Pricing Manager,"London, UK",69128.25,69128.25,2026-05-30,2026-06-03,,Pending Review
Disappeared - Short-lived,03253947,AVIVA LIFE & PENSIONS UK LIMITED,Senior Business Analyst,"Norwich, Norfolk",44011.38,44011.38,2026-06-01,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Digital Procurement Solution Manager - Supplier Journey,"London, UK",56926.83,56926.83,2025-07-14,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Social Media Marketer,UK,33950.25,33950.25,2025-10-14,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Videographer / Video Content Producer,UK,28427.81,28427.81,2025-10-14,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,IT Director (nexfibre),"London, UK",131135.08,131135.08,2025-11-17,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Tech Business Manager,"London, UK",79842.05,79842.05,2026-01-22,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Senior Internal Communications Manager,"London, UK",87210.05,87210.05,2026-02-22,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Digital Marketing Manager,"London, UK",65682.35,65682.35,2026-04-30,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Technical Project Manager,"London, UK",85020.52,85020.52,2026-05-14,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Director of Digital Employee Experience (DEX),"London, UK",92473.3,92473.3,2026-05-31,2026-06-03,,Pending Review
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Senior Project Manager,UK,76932.14,76932.14,2026-05-31,2026-06-03,,Pending Review
